Київська область2019,Рівненська область2019,Хмельницька область2019,Волинська область2019,Чернівецька область2019,Донецька область2019,Харківська область2019,Херсонська область2019,Львівська область2019,Закарпатська область2019,Сумська область2019,Запорізька область2020,Полтавська область2020,Кіровоградська область2020,Вінницька область2020,м.Київ2020,Івано-Франківська область2020,Луганська область2020,Миколаївська область2020,Тернопільська область2020,Дніпропетровська область2020,Черкаська область2020,Житомирська область2020,Одеська область2020,Чернігівська область2020
122.0,106.0,118.0,114.0,165.0,110.0,118.0,144.0,106.0,163.0,130.0,102.0,100.0,100.0,108.0,102.0,118.0,116.0,102.0,128.0,102.0,102.0,106.0,100.0,124.0
